INFO:__main__:Hello World
2016-03-14 15:59:59,326 200
2016-03-14 15:59:59,327 9
2016-03-14 16:00:01,338 200
2016-03-14 16:00:01,338 9
2016-03-14 16:00:03,346 200
2016-03-14 16:00:03,346 9
2016-03-14 16:00:05,358 200
2016-03-14 16:00:05,358 9
2016-03-14 16:00:07,369 200
2016-03-14 16:00:07,369 9
2016-03-14 16:00:09,376 200
2016-03-14 16:00:09,376 9
2016-03-14 16:01:00,398 500
2016-03-14 16:01:00,398 9
2016-03-14 16:01:02,406 200
2016-03-14 16:01:02,406 8
2016-03-14 16:01:04,416 200
2016-03-14 16:01:04,416 7
2016-03-14 16:01:06,425 200
2016-03-14 16:01:06,425 6
2016-03-14 16:01:08,444 500
2016-03-14 16:01:08,444 5
2016-03-14 16:01:10,460 500
2016-03-14 16:01:10,460 4
2016-03-14 16:01:12,465 200
2016-03-14 16:01:12,465 3
2016-03-14 16:01:14,473 200
2016-03-14 16:01:14,473 2
2016-03-14 16:01:16,480 200
2016-03-14 16:01:16,480 1
2016-03-14 16:01:18,500 500
2016-03-14 16:01:18,500 0
2016-03-14 16:01:20,501 Success: 6, Fail: 4. Number of calls: 5. % success: 1% fail: 0
2016-03-14 16:01:20,507 200
2016-03-14 16:01:20,507 9
2016-03-14 16:01:22,526 500
2016-03-14 16:01:22,526 8
2016-03-14 16:01:24,537 200
2016-03-14 16:01:24,537 7
2016-03-14 16:01:26,549 200
2016-03-14 16:01:26,549 6
2016-03-14 16:01:28,559 200
2016-03-14 16:01:28,559 5
2016-03-14 16:01:30,567 200
2016-03-14 16:01:30,567 4
2016-03-14 16:01:32,583 500
2016-03-14 16:01:32,583 3
2016-03-14 16:02:05,895 200
2016-03-14 16:02:05,895 9
2016-03-14 16:02:07,905 200
2016-03-14 16:02:07,905 8
2016-03-14 16:02:09,924 500
2016-03-14 16:02:09,924 7
2016-03-14 16:02:11,933 200
2016-03-14 16:02:11,933 6
2016-03-14 16:02:13,943 200
2016-03-14 16:02:13,943 5
2016-03-14 16:02:15,962 500
2016-03-14 16:02:15,962 4
2016-03-14 16:02:17,969 200
2016-03-14 16:02:17,969 3
2016-03-14 16:02:19,988 500
2016-03-14 16:02:19,988 2
2016-03-14 16:02:22,000 200
2016-03-14 16:02:22,000 1
2016-03-14 16:02:24,010 200
2016-03-14 16:02:24,010 0
2016-03-14 16:02:26,016 Success: 7, Fail: 3. Number of calls: 3. % success: 200% fail: 100
2016-03-14 16:02:26,022 200
2016-03-14 16:02:26,022 9
2016-03-14 16:02:28,040 500
2016-03-14 16:02:28,040 8
2016-03-14 16:02:30,049 200
2016-03-14 16:02:30,050 7
2016-03-14 16:02:32,060 200
2016-03-14 16:02:32,060 6
2016-03-14 16:02:34,069 200
2016-03-14 16:02:34,069 5
2016-03-14 16:02:36,079 200
2016-03-14 16:02:36,079 4
2016-03-14 16:03:22,358 200
2016-03-14 16:03:22,359 2
2016-03-14 16:03:24,370 200
2016-03-14 16:03:24,370 1
2016-03-14 16:03:26,377 200
2016-03-14 16:03:26,378 0
2016-03-14 16:03:28,383 Success: 3, Fail: 0. Number of calls: 3. % success: 100% fail: 0
2016-03-14 16:03:28,397 500
2016-03-14 16:03:28,397 2
2016-03-14 16:03:30,407 200
2016-03-14 16:03:30,407 1
2016-03-14 16:03:32,424 500
2016-03-14 16:03:32,425 0
2016-03-14 16:03:34,426 Success: 4, Fail: 2. Number of calls: 3. % success: 100% fail: 0
2016-03-14 16:03:34,432 200
2016-03-14 16:03:34,432 2
2016-03-14 16:03:36,443 200
2016-03-14 16:03:36,444 1
2016-03-14 16:03:38,451 200
2016-03-14 16:03:38,451 0
2016-03-14 16:03:40,456 Success: 7, Fail: 2. Number of calls: 3. % success: 200% fail: 0
2016-03-14 16:03:40,471 500
2016-03-14 16:03:40,471 2
2016-03-14 16:03:42,481 200
2016-03-14 16:03:42,481 1
2016-03-14 16:03:44,488 200
2016-03-14 16:03:44,488 0
2016-03-14 16:03:46,489 Success: 9, Fail: 3. Number of calls: 3. % success: 300% fail: 100
2016-03-14 16:03:46,495 200
2016-03-14 16:03:46,495 2
2016-03-14 16:05:54,841 200
2016-03-14 16:05:54,841 2
2016-03-14 16:05:56,853 200
2016-03-14 16:05:56,853 1
2016-03-14 16:05:58,861 200
2016-03-14 16:05:58,862 0
2016-03-14 16:06:00,863 Success: 3, Fail: 0. Number of calls: 3 in 6 seconds
2016-03-14 16:06:00,868 200
2016-03-14 16:06:00,868 2
2016-03-14 16:06:02,875 200
2016-03-14 16:06:02,875 1
2016-03-14 16:06:04,882 200
2016-03-14 16:06:04,882 0
2016-03-14 16:06:06,886 Success: 6, Fail: 0. Number of calls: 3 in 6 seconds
2016-03-14 16:06:06,892 200
2016-03-14 16:06:06,893 2
2016-03-14 16:06:08,902 200
2016-03-14 16:06:08,903 1
2016-03-14 16:06:10,913 200
2016-03-14 16:06:10,913 0
2016-03-14 16:06:12,916 Success: 9, Fail: 0. Number of calls: 3 in 6 seconds
2016-03-14 16:06:12,922 200
2016-03-14 16:06:12,922 2
2016-03-14 16:06:14,935 500
2016-03-14 16:06:14,935 1
2016-03-14 16:06:16,942 200
2016-03-14 16:06:16,942 0
2016-03-14 16:06:18,947 Success: 11, Fail: 1. Number of calls: 3 in 6 seconds
2016-03-14 16:06:18,962 500
2016-03-14 16:06:18,962 2
2016-03-14 16:06:20,979 500
2016-03-14 16:06:20,979 1
2016-03-14 16:06:22,987 200
2016-03-14 16:06:22,987 0
2016-03-14 16:06:24,991 Success: 12, Fail: 3. Number of calls: 3 in 6 seconds
2016-03-14 16:06:24,998 200
2016-03-14 16:06:24,999 2
2016-03-14 16:06:27,005 200
2016-03-14 16:06:27,005 1
2016-03-14 16:10:17,528 500
2016-03-14 16:10:17,528 2
2016-03-14 16:10:19,536 200
2016-03-14 16:10:19,536 1
2016-03-14 16:10:21,543 200
2016-03-14 16:10:21,543 0
2016-03-14 16:10:23,546 Success: 2, Fail: 1. Number of calls: 3 in 6 seconds 
Total success: 2. Total fail: 1 since running script
2016-03-14 16:10:23,552 200
2016-03-14 16:10:23,552 2
2016-03-14 16:10:25,564 200
2016-03-14 16:10:25,564 1
2016-03-14 16:10:27,570 200
2016-03-14 16:10:27,570 0
2016-03-14 16:10:29,574 Success: 3, Fail: 0. Number of calls: 3 in 6 seconds 
Total success: 5. Total fail: 1 since running script
2016-03-14 16:10:29,580 200
2016-03-14 16:10:29,580 2
2016-03-14 16:10:31,594 500
2016-03-14 16:10:31,594 1
2016-03-14 16:10:33,601 200
2016-03-14 16:10:33,602 0
2016-03-14 16:10:35,607 Success: 2, Fail: 1. Number of calls: 3 in 6 seconds 
Total success: 7. Total fail: 2 since running script
2016-03-14 16:10:35,620 500
2016-03-14 16:10:35,620 2
2016-03-14 16:10:37,630 200
2016-03-14 16:10:37,630 1
2016-03-14 16:10:39,647 500
2016-03-14 16:10:39,647 0
2016-03-14 16:10:41,647 Success: 1, Fail: 2. Number of calls: 3 in 6 seconds 
Total success: 8. Total fail: 4 since running script
2016-03-14 16:10:41,653 200
2016-03-14 16:10:41,654 2
2016-03-14 16:10:43,665 200
2016-03-14 16:10:43,665 1
2016-03-14 16:10:45,676 200
2016-03-14 16:10:45,676 0
2016-03-14 16:10:47,680 Success: 3, Fail: 0. Number of calls: 3 in 6 seconds 
Total success: 11. Total fail: 4 since running script
2016-03-14 16:10:47,694 500
2016-03-14 16:10:47,694 2
2016-03-14 16:10:49,700 200
2016-03-14 16:10:49,700 1
2016-03-14 16:10:51,715 500
2016-03-14 16:10:51,715 0
